a_	国
(钅十{具字头无横}{共字底},PjPsEmNb,zhèn,CJK)	镇
(钅甫寸,PjBfOc,bó,CJK)	镈
(钅鬲,PjUg,gé,CJK)	镉
(钅耳又又,PjVeTyTy,niè,CJK)	镊
(钅{尚头}儿,PjSsRe,tǎng,CJK)	镋
(钅隹乃,PjMiDn,juān,CJK)	镌
(钅自木,PjViYm,niè,CJK)	镍
(钅亼口手,PjZiKkOs,ná,CJK)	镎
(钅{留字头}田,PjRmCt,liú_liù,CJK)	镏
(钅高,PjQg,gǎo_hào,CJK)	镐
(钅{立无横}冖方,PjXlGgMf,bàng,CJK)	镑
(钅{益字头}皿,PjMsHm,yì,CJK)	镒
(钅宀豕,PjGgHs,jiā,CJK)	镓
(钅宀{丘无横}{共字底},PjGgSjNb,bīn,CJK)	镔
(钅宀谷,PjGgYg,róng,CJK)	镕
(钅覀示,PjUxLs,biāo,CJK)	镖
(钅{尚头}土,PjSsEt,tāng_táng,CJK)	镗
(钅日罒又,PjUrBsTy,màn,CJK)	镘
(钅田糸,PjCtFs,luó,CJK)	镙
(钅山月月,PjUsFyFy,bèng,CJK)	镚
(钅广肀{甬字底},PjBgIvGy,yōng,CJK)	镛
(钅音儿,PjWyRe,jìng,CJK)	镜
(钅{立无横}冂古,PjXlJkOg,dī_dí,CJK)	镝
(钅方{卧人}矢,PjMfStGs,zú,CJK)	镞
(钅方{卧人}疋,PjMfStEs,xuàn,CJK)	镟
(钅羽{全字头}彡,PjWvHrFs,liú,CJK)	镠
(钅覀日十,PjUxUrPs,chán_tán_xín,CJK)	镡
(钅厂䒑欠,PjUcNbPq,jué,CJK)	镢
(钅大丷小,PjIdNbIx,liào,CJK)	镣
(钅业{差字头}{捺、点类},PjOySyOd,pú,CJK)	镤
(钅鱼日,PjSvUr,lǔ,CJK)	镥
(钅{享字头}子攵,PjQgHiAp,duì_dūn,CJK)	镦
(钅门束丷,PjTmTsNb,lán,CJK)	镧
(钅䒑业日,PjNbOyUr,pǔ,CJK)	镨
(钅穴口{竖类},PjAxKkHs,cuān,CJK)	镩
(钅弓口虫,PjCgKkVc,qiāng_qiǎng,CJK)	镪
(钅癶豆,PjNbGd,dèng,CJK)	镫
(钅艹隹又,PjZcMiTy,huò,CJK)	镬
(钅{雨头}田,PjXvCt,léi,CJK)	镭
(钅罒{横类}{衣省},PjBsDiQi,huán,CJK)	镮
(钅罒勹虫,PjBsAkVc,zhuó,CJK)	镯
(钅广䒑{兼无䒑无彐},PjBgNbRh,lián,CJK)	镰
(钅音心,PjWyLx,yì,CJK)	镱
(钅宀{祭字头}示,PjGgNbLs,chǎ,CJK)	镲
(钅鹿灬,PjIlRh,biāo,CJK)	镳
(钅巛{巤字底},PjKcEs,là,CJK)	镴
(钅{免五}{比字旁}兔,PjAtWbAt,chán,CJK)	镵
(钅{衣框}吅{横类},PjQiPxDi,xiāng,CJK)	镶
({镸无厶}{畏字底},IcQi,zhǎng_cháng_zhàng,CJK)	長
(镸,Ic,cháng,CJK)	镸
(镸{久二}{捺、点类},IcDdOd,jiǔ,CJK)	镹
(镸{撇类}大,IcTpId,ǎo,CJK)	镺
(镸{撇类}夫,IcTpGf,dié,CJK)	镻
(镸尸屮凵,IcFsMcJk,qū,CJK)	镼
(镸大丷小,IcIdNbIx,liǎo_liáo,CJK)	镽
(镸{横类}八乂,IcDiNbEi,mí,CJK)	镾
(长,Ic,zhǎng_cháng,CJK)	长
(門,Sm,mén,CJK)	門
(門{撇类},SmTp,mà,CJK)	閁
(門{横类},SmDi,shuān,CJK)	閂
(門人,SmHr,shǎn,CJK)	閃
(門人,SmHr,huò_shǎn,CJK)	閄
(門丁,SmPd,mén,CJK)	閅
(門三,SmAs,yán,CJK)	閆
(門{横类}卜,SmDiFb,bì,CJK)	閇
(門干,SmZg,hàn_bì,CJK)	閈
(門{于无横}{撇类},SmPsTp,bì,CJK)	閉
(門山,SmUs,shān,CJK)	閊
(門{横类}廾,SmDiZc,kāi_qiān,CJK)	開
(門亠几,SmLwQj,kàng,CJK)	閌
(門方,SmMf,bēng,CJK)	閍
(門{左字框}厶,SmPsIs,hóng,CJK)	閎
(門王,SmRw,rùn,CJK)	閏
(門毛,SmQm,sàn,CJK)	閐
(門木,SmYm,xián,CJK)	閑
(門月,SmFy,xián_jiàn_jiān_jiǎn,CJK)	閒
(門日,SmUr,jiān_jiàn_jiǎn,CJK)	間
(門文,SmLw,mǐn_mín,CJK)	閔
(門牙,SmRy,xiā_xiǎ,CJK)	閕
(門水,SmMs,shui,CJK)	閖
(門斗,SmLd,dòu,CJK)	閗
(門甲,SmHj,zhá_yā_gē,CJK)	閘
(門亠巾,SmLwAj,nào,CJK)	閙
(門立,SmXl,zhān,CJK)	閚
(門干丷,SmZgNb,pēng_pèng,CJK)	閛
(門可,SmEk,xiǎ_ě,CJK)	閜
(門亽龴,SmZiIs,líng,CJK)	閝
(門厶廾,SmIsZc,biàn_guān,CJK)	閞
(門心{撇类},SmLxTp,bì,CJK)	閟
(門王{捺、点类},SmRwOd,rùn,CJK)	閠
(門亥,SmXh,ài_hé_hài_gāi_kǎi,CJK)	閡
(門䒑大,SmNbId,guān,CJK)	関
(門各,SmKg,gé,CJK)	閣
(門亼口,SmZiKk,gé_gē_hé,CJK)	閤
(門亻戈,SmHrAg,fá,CJK)	閥
(門{全字头}人人,SmHrHrHr,chù,CJK)	閦
(門龷八,SmPnNb,hòng_xiàng,CJK)	閧
(門土土,SmEtEt,guī,CJK)	閨
(門虫,SmVc,mǐn,CJK)	閩
(門西,SmUx,sē,CJK)	閪
(門囗木,SmAkYm,kǔn,CJK)	閫
(門{捺、点类}艮,SmOdPg,làng_lǎng_liǎng,CJK)	閬
(門口口,SmKkKk,lǘ,CJK)	閭
(門{撇类}士廴,SmTpJsRy,tíng_tǐng,CJK)	閮
(門氵{少三}{撇类},SmMsIxTp,shà,CJK)	閯
(門臼,SmYj,jú,CJK)	閰
(門八口儿,SmNbKkRe,yuè,CJK)	閱
(門丷口儿,SmNbKkRe,yuè,CJK)	閲
(門車,SmQc,chǎn,CJK)	閳
(門貝,SmVb,qù,CJK)	閴
(門隹,SmMi,lìn,CJK)	閵
(門日日,SmUrUr,chāng_tāng,CJK)	閶
(乂朩門人,EiYmSmHr,shài_shā,CJK)	閷
(門三{竖类}{竖类},SmAsHsHs,kǔn,CJK)	閸
(門大日{折类},SmIdUrAe,yān,CJK)	閹
(門日文,SmUrLw,wén,CJK)	閺
(門{负字头}臼,SmDdYj,yán_yǎn_yàn,CJK)	閻
(門方{全字头}{冬字底},SmMfHrGb,è_yù_yān,CJK)	閼
(門氏日,SmZsUr,hūn,CJK)	閽
(門戈口{横类},SmAgKkDi,yù,CJK)	閾
(門爫冖又,SmIaGgTy,wén,CJK)	閿
(門龷八巳,SmPnNbVs,hòng,CJK)	闀
(門門,SmSm,bāo,CJK)	闁
(門丷夫㔾,SmNbGfWj,hòng_xiàng_juǎn,CJK)	闂
(門目犬,SmEmAq,qù,CJK)	闃
(門覀女,SmUxWn,yǎo,CJK)	闄
(門目攴,SmEmAp,wén,CJK)	闅
(門口吅,SmKkPx,bǎn_pǎn,CJK)	闆
(門音,SmWy,àn_ǎn_ān_yīn_yǐn,CJK)	闇
(門韋,SmYw,wéi,CJK)	闈
(門覀土,SmUxEt,yīn,CJK)	闉
(門氵舌,SmMsWs,kuò,CJK)	闊
(門癶{横类}大,SmNbDiId,què_jué_kuí,CJK)	闋
(門束丷,SmTsNb,lán_làn,CJK)	闌
(門耂日,SmRlUr,dū_shé,CJK)	闍
(門白水,SmJbMs,quán,CJK)	闎
(門風,SmIf,fēng,CJK)	闏
(門十{具字头无横}{共字底},SmPsEmNb,tián,CJK)	闐
(門自木,SmViYm,niè,CJK)	闑
(門日羽,SmUrWv,tà,CJK)	闒
(門山豆,SmUsGd,kǎi,CJK)	闓
(門土厶皿,SmEtIsHm,hé,CJK)	闔
(門䒑䶹欠,SmNbAePq,què_quē_jué,CJK)	闕
(門馬,SmNm,chuǎng_chèn,CJK)	闖
(門幺幺灬,SmDyDyRh,guān,CJK)	闗
(門豆寸,SmGdOc,dòu,CJK)	闘
(門户口攵,SmDhKkAp,qǐ,CJK)	闙
(門夫見,SmGfDj,kuī,CJK)	闚
(門{尚头}土,SmSsEt,táng_tāng_chāng,CJK)	闛
(門幺幺{横类},SmDyDyDi,guān_wān_wǎn,CJK)	關
(門貝攵,SmVbAp,piáo,CJK)	闝
(門{折类}耳攵,SmAeVeAp,kàn_hǎn_xiàn,CJK)	闞
(門亼口羽,SmZiKkWv,xì_sè_tà,CJK)	闟
(門{贵字头}貝,SmVcVb,huì,CJK)	闠
(門吅田十,SmPxCtPs,chǎn,CJK)	闡
(門辟,SmMp,pì_pī,CJK)	闢
(門{尚头}田,SmSsCt,dàng_tāng,CJK)	闣
(門罒{横类}{衣省},SmBsDiQi,huán,CJK)	闤
(門土羊辶,SmEtSyJc,tà,CJK)	闥
(門曲豆,SmEqGd,wén,CJK)	闦
(門土口辶,SmEtKkJc,tā,CJK)	闧
(门,Tm,mén,CJK)	门
(门{横类},TmDi,shuān,CJK)	闩
(门人,TmHr,shǎn,CJK)	闪
(门三,TmAs,yán,CJK)	闫
(门干,TmZg,hàn,CJK)	闬
(门{于无横}{撇类},TmPsTp,bì,CJK)	闭
(门口,TmKk,wèn,CJK)	问
(门马,TmSm,chuǎng,CJK)	闯
(门王,TmRw,rùn,CJK)	闰
(门韦,TmYw,wéi,CJK)	闱
(门木,TmYm,xián,CJK)	闲
(门{左字框}厶,TmPsIs,hóng,CJK)	闳
(门日,TmUr,jiān_jiàn,CJK)	间
(门文,TmLw,mǐn,CJK)	闵
(门亠几,TmLwQj,kāng_kàng,CJK)	闶
(门心,TmLx,mèn_mēn,CJK)	闷
(门甲,TmHj,zhá,CJK)	闸
(门亠巾,TmLwAj,nào,CJK)	闹
(门土土,TmEtEt,guī,CJK)	闺
(门耳,TmVe,wén,CJK)	闻
(门大辶,TmIdJc,tà,CJK)	闼
(门虫,TmVc,mǐn,CJK)	闽
(门口口,TmKkKk,lǘ,CJK)	闾
(门山己,TmUsBj,kǎi,CJK)	闿
(门亻戈,TmHrAg,fá,CJK)	阀
(门各,TmKg,gé,CJK)	阁
(门亥,TmXh,hé,CJK)	阂
(门囗木,TmAkYm,kǔn,CJK)	阃
(门龟,TmGg,jiū,CJK)	阄
(门丷口儿,TmNbKkRe,yuè,CJK)	阅
(门{捺、点类}艮,TmOdPg,láng_làng,CJK)	阆
(门耂日,TmRlUr,dū_shé,CJK)	阇
(门戈口{横类},TmAgKkDi,yù,CJK)	阈
(门大日{折类},TmIdUrAe,yān,CJK)	阉
(门日日,TmUrUr,chāng,CJK)	阊
(门臼儿,TmYjRe,xì,CJK)	阋
(门爫冖又,TmIaGgTy,wén,CJK)	阌
(门氏日,TmZsUr,hūn,CJK)	阍
(门{负字头}臼,TmDdYj,yán,CJK)	阎
(门方{全字头}{冬字底},TmMfHrGb,è_yān,CJK)	阏
(门丷田十,TmNbCtPs,chǎn,CJK)	阐
(门束丷,TmTsNb,lán,CJK)	阑
(门目犬,TmEmAq,qù,CJK)	阒
(门{贵字头}贝,TmVcVb,huì,CJK)	阓
(门氵舌,TmMsWs,kuò,CJK)	阔
(门癶{横类}大,TmNbDiId,què,CJK)	阕
(门土厶皿,TmEtIsHm,hé,CJK)	阖
(门十{具字头无横}{共字底},TmPsEmNb,tián,CJK)	阗
(门日羽,TmUrWv,dá_tà,CJK)	阘
(门䒑䶹欠,TmNbAePq,quē_què,CJK)	阙
(门{折类}耳攵,TmAeVeAp,hǎn_kàn,CJK)	阚
(门罒{横类}{衣省},TmBsDiQi,huán,CJK)	阛
({撇类}㠯十,TpTiPs,fù,CJK)	阜
(阝,Xe,fù,CJK)	阝
(阝力,XeCl,lè,CJK)	阞
(阝人,XeHr,duì,CJK)	队
(阝{折类}十,XeAePs,xìn,CJK)	阠
(阝千,XeNq,qiān,CJK)	阡
(阝{横类}{见字底},XeDiRe,wù_wéi,CJK)	阢
(阝{卧人}乙,XeStKi,gài_yì,CJK)	阣
(阝也,XeEy,zhì_yí_tuó,CJK)	阤
(阝水,XeMs,yīn,CJK)	阥
(阝火,XeRh,yáng,CJK)	阦
(阝斗,XeLd,dǒu,CJK)	阧
(阝厂㔾,XeUcWj,è_ài,CJK)	阨
(阝{撇类}廾,XeTpZc,shēng,CJK)	阩
(阝{反字框}又,XeUcTy,bǎn,CJK)	阪
(阝不,XeRb,péi,CJK)	阫
(阝亠几,XeLwQj,kēng_kàng_gāng,CJK)	阬
(阝厶儿,XeIsRe,yǔn_yǎn,CJK)	阭
(阝二{见字底},XeNeRe,ruǎn_yuán,CJK)	阮
(阝止,XeLi,zhǐ,CJK)	阯
(阝{比字旁}匕,XeWbWb,pí,CJK)	阰
(阝井,XeVj,jǐng,CJK)	阱
(阝方,XeMf,fáng,CJK)	防
(阝日,XeUr,yáng,CJK)	阳
(阝月,XeFy,yīn,CJK)	阴
(阝车,XeXc,zhèn,CJK)	阵
(阝{全字头}{乔字底},XeHrNd,jiē,CJK)	阶
(阝{横类}{止变},XeDiLi,chēng,CJK)	阷
(阝户乙,XeDhKi,è_ài,CJK)	阸
(阝土厶,XeEtIs,qū,CJK)	阹
(阝氏{捺、点类},XeZsOd,dǐ,CJK)	阺
(阝且,XeHq,zǔ_zhù,CJK)	阻
(阝乍,XeAa,zuò,CJK)	阼
(阝{卢字头}口,XeFbKk,diàn_yán,CJK)	阽
(阝亽龴,XeZiIs,lǐng_líng,CJK)	阾
(阝可,XeEk,ā_ē_ě_ǎ_à_a,CJK)	阿
(阝宀匕,XeGgWb,tuó_duò,CJK)	陀
(阝{卧人}也,XeStEy,tuó_zhì_yǐ,CJK)	陁
(阝皮,XeNp,bēi_pí_bì_pō,CJK)	陂
(阝{横类}冂人,XeDiJkHr,bǐng,CJK)	陃
(阝亻寸,XeHrOc,fù_bù_fū,CJK)	附
(阝示,XeLs,jì,CJK)	际
(阝{举字底}凵,XeOsJk,lù_liù,CJK)	陆
(阝龙,XeVl,lǒng,CJK)	陇
(阝{东二}小,XeCqIx,chén,CJK)	陈
(阝{经右角}工,XeTyLg,xíng,CJK)	陉
(阝夕夕,XeVxVx,duò,CJK)	陊
(阝{横类}冂{折类},XeDiJkAe,lòu,CJK)	陋
(阝{横类}白,XeDiJb,mò,CJK)	陌
(阝夂㐄,XeJiLk,jiàng_xiáng_xiàng,CJK)	降
(阝{撇类}未,XeTpVw,shū,CJK)	陎
(阝{左字框}{青字底},XePsFy,duò_suí,CJK)	陏
(阝艮,XePg,xiàn_wěn,CJK)	限
(阝而,XeKe,ér,CJK)	陑
(阝{负字头}厂㔾,XeDdUcWj,guǐ,CJK)	陒
(阝大二{折类},XeIdNeAe,yū,CJK)	陓
(阝亥,XeXh,gāi,CJK)	陔
(阝夫丷,XeGfNb,shǎn,CJK)	陕
(阝厶八夂,XeIsNbJi,jùn,CJK)	陖
(阝{尚字头}{青字底},XeIxFy,qiào,CJK)	陗
(阝{横类}巛工,XeDiKcLg,xíng_jìng,CJK)	陘
(阝辰,XeSc,chún,CJK)	陙
(阝{横类}弋止,XeDiXiLi,fù_wǔ,CJK)	陚
(阝{比字旁}匕土,XeWbWbEt,bì,CJK)	陛
(阝大人人,XeIdHrHr,xiá,CJK)	陜
(阝大入入,XeIdVuVu,shǎn,CJK)	陝
(阝{撇类}廾土,XeTpZcEt,shēng,CJK)	陞
(阝止{步字底},XeLiLi,zhì_dé,CJK)	陟
(阝甫,XeBf,pū_bū_bù,CJK)	陠
(阝走,XeIz,dǒu,CJK)	陡
(阝宀二{见字底},XeGgNeRe,yuàn,CJK)	院
(阝車,XeQc,zhèn,CJK)	陣
(阝{全字头}{余字底},XeHrBh,chú_zhù_shū,CJK)	除
(阝{负字头}{竖类}日,XeDdHsUr,xiàn,CJK)	陥
(阝{寿字头}寸,XeJfOc,dǎo,CJK)	陦
(阝日土,XeUrEt,niè,CJK)	陧
(阝口贝,XeKkVb,yǔn,CJK)	陨
(阝亼{学字头}{横类},XeZiMsDi,xiǎn,CJK)	险
(阝立口,XeXlKk,péi,CJK)	陪
(阝非,XeLf,fèi_péi,CJK)	陫
(阝耳又,XeVeTy,zōu_zhé,CJK)	陬
(阝大可,XeIdEk,yì_yǐ,CJK)	陭
(阝隹,XeMi,duì,CJK)	陮
(阝侖,XeNl,lún_lùn,CJK)	陯
(阝亽{折类}云,XeZiAeZy,yīn_yìn_ān,CJK)	陰
(阝勹米,XeAkFm,jū,CJK)	陱
(阝千艹士,XeNqZcJs,chuí,CJK)	陲
(阝束{横类},XeTsDi,chén_zhèn,CJK)	陳
(阝白{撇类}十,XeJbTpPs,pí_bì,CJK)	陴
(阝土八夂,XeEtNbJi,líng,CJK)	陵
(阝勹缶,XeAkTf,táo_yáo_dào,CJK)	陶
(阝{负字头}臼,XeDdYj,xiàn,CJK)	陷
(阝土八土,XeEtNbEt,lù_liù,CJK)	陸
(阝{撇类}廾日,XeTpZcUr,shēng,CJK)	陹
(阝亼口人,XeZiKkHr,xiǎn,CJK)	険
(阝覀土,XeUxEt,yīn,CJK)	陻
(阝耂日,XeRlUr,zhǔ_dǔ,CJK)	陼
(阝日{横类}{横两撇},XeUrDiFs,yáng,CJK)	陽
(阝而大,XeKeId,réng_ér,CJK)	陾
(阝匚大人,XeVkIdHr,xiá,CJK)	陿
(阝千里,XeNqAl,chóng,CJK)	隀
(阝匚日女,XeVkUrWn,yàn_yǎn,CJK)	隁
(阝{全字头}镸,XeHrIc,yīn,CJK)	隂
(阝亼{青字底}刂,XeZiFyNd,shù_yú_yáo,CJK)	隃
(阝日{定字底},XeUrEs,dī_tí,CJK)	隄
(阝田{禺下},XeCtAr,yú,CJK)	隅
(阝夂{横类}生,XeJiDiIs,lóng_lōng,CJK)	隆
(阝戊{横类}女,XeMuDiWn,wēi,CJK)	隇
(阝田{横类}{畏字底},XeCtDiQi,wēi,CJK)	隈
(阝臼工,XeYjLg,niè,CJK)	隉
(阝䒑{豕省},XeNbHs,duì_zhuì_suì,CJK)	隊
(阝{左字框}工{青字底},XePsLgFy,suí_duò_tuǒ_tuō,CJK)	隋
(阝音,XeWy,ǎn,CJK)	隌
(阝白王,XeJbRw,huáng,CJK)	隍
(阝{比字旁}匕白,XeWbWbJb,jiē,CJK)	階
(阝{左字框}{青字底}辶,XePsFyJc,suí,CJK)	随
(阝{负字头}彐心,XeDdWjLx,yǐn,CJK)	隐
(阝山豆,XeUsGd,gài_gāi_ái_qí,CJK)	隑
(阝䒑{聿三}{兼无䒑无彐},XeNbWjRh,yǎn,CJK)	隒
(阝{左字框}工工,XePsLgLg,huī_duò,CJK)	隓
(阝鬲,XeUg,gé_rǒng_jī,CJK)	隔
(阝口貝,XeKkVb,yǔn_yuán,CJK)	隕
(阝烏,XeGu,wù,CJK)	隖
(阝鬼,XeEg,kuí_wěi_guī,CJK)	隗
(阝{益字头}皿,XeMsHm,ài_è,CJK)	隘
(阝小日小,XeIxUrIx,xì,CJK)	隙
(阝{尚头}土,XeSsEt,táng,CJK)	隚
(阝{祭字头}示,XeNbLs,jì,CJK)	際
(阝音十,XeWyPs,zhàng_zhāng,CJK)	障
(阝鳥,XeGn,dǎo,CJK)	隝
(阝敖,XeQa,áo,CJK)	隞
(阝巛田木,XeKcCtYm,xì,CJK)	隟
(阝爫彐心,XeIaWjLx,yǐn,CJK)	隠
(阝{立无横}厂生,XeXlUcIs,sà,CJK)	隡
(阝土土{见字底},XeEtEtRe,rǎo,CJK)	隢
(阝米夕㐄,XeFmVxLk,lín,CJK)	隣
(阝{贵字头}貝,XeVcVb,tuí,CJK)	隤
(阝癶豆,XeNbGd,dèng,CJK)	隥
(阝辟,XeMp,jiǎo_pí,CJK)	隦
(阝䒑{豕省}辶,XeNbHsJc,suì_zhuì,CJK)	隧
(阝{左字框}工辶,XePsLgJc,suí,CJK)	隨
(阝{撇类}冂大,XeTpJkId,ào_yù,CJK)	隩
(阝僉,XeVq,xiǎn_jiǎn_yán,CJK)	險
(阝十艹貝,XePsZcVb,fén,CJK)	隫
(阝{横类}八乂,XeDiNbEi,nǐ,CJK)	隬
(阝{雨头}而,XeXvKe,ér,CJK)	隭
(阝亠丷二,XeLwNbNe,jī,CJK)	隮
(阝士{折类}寸,XeJsAeOc,dǎo,CJK)	隯
(阝日幺灬,XeUrDyRh,xí_xiè,CJK)	隰
(阝爫工心,XeIaLgLx,yǐn_yìn,CJK)	隱
(阝{少三}{撇类}馬,XeIxTpNm,zhì,CJK)	隲
(阝{左字框}工{恭字底},XePsLgLx,huī,CJK)	隳
(阝立{青字底}{龍字边},XeXlFyDa,lǒng,CJK)	隴
(阝虍豆戈,XeShGdAg,xī,CJK)	隵
({聿三}氺,WjMs,lì_dài_yì_dì,CJK)	隶
(士示{聿三}氺,JsLsWjMs,lì,CJK)	隷
(木示{聿三}氺,YmLsWjMs,lì,CJK)	隸
(隹,Mi,zhuī_cuī_wéi,CJK)	隹
(冖隹,GgMi,hú_hè_què,CJK)	隺
(隹又,MiTy,zhī_huò,CJK)	隻
(隹十,MiPs,sǔn,CJK)	隼
(隹乃,MiDn,juàn_jùn,CJK)	隽
(又隹,TyMi,nán_nàn,CJK)	难
(弋隹,XiMi,yì,CJK)	隿
(小隹,IxMi,què_qiāo_qiǎo,CJK)	雀
(厂亻隹,UcHrMi,yàn,CJK)	雁
(亽{折类}隹,ZiAeMi,qín,CJK)	雂
({横类}廾隹,DiZcMi,qiān_jiè,CJK)	雃
({左字框}厶隹,PsIsMi,xióng,CJK)	雄
(牙隹,RyMi,yǎ_yā_yá,CJK)	雅
(隹木,MiYm,jí,CJK)	集
(户隹,DhMi,gù_hù,CJK)	雇
({竖类}{横类}{卢字头}隹,HsDiFbMi,huán,CJK)	雈
(矢隹,GsMi,zhì_kǎi_yǐ_sì,CJK)	雉
(句隹,EjMi,gòu,CJK)	雊
(隹{竖类}{折类}冂,MiHsAeJk,juàn_jùn_zuì,CJK)	雋
(止{比字旁}隹,LiWbMi,cí,CJK)	雌
(亠乡隹,LwRxMi,yōng,CJK)	雍
(且隹,HqMi,jū,CJK)	雎
({负字头}彐隹,DdWjMi,chú,CJK)	雏
(虍隹,ShMi,hū,CJK)	雐
(九朩隹,LjYmMi,zá,CJK)	雑
(各隹,KgMi,luò,CJK)	雒
({全字头}{余字底}隹,HrBhMi,yú,CJK)	雓
(隹隹,MiMi,chóu,CJK)	雔
({周字框}土口隹,JkEtKkMi,diāo,CJK)	雕
(口虫隹,KkVcMi,suī,CJK)	雖
(十日十隹,PsUrPsMi,hàn,CJK)	雗
({周字框}亠艹又,JkLwZcTy,wò,CJK)	雘
(隹隹又,MiMiTy,shuāng,CJK)	雙
(艹吅隹,ZcPxMi,guàn_huán,CJK)	雚
(勹䶹勹隹,AkAeAkMi,chú_jú_jù,CJK)	雛
(亠人人隹,LwHrHrMi,zá,CJK)	雜
(巛口巴隹,KcKkBbMi,yōng,CJK)	雝
(爫幺大隹,IaDyIdMi,jī,CJK)	雞
(䶹隹冂口,AeMiJkKk,xī,CJK)	雟
(隹讠隹,MiCyMi,chóu,CJK)	雠
(羽{全字头}彡隹,WvHrFsMi,liù,CJK)	雡
(亠乂凵隹,LwEiJkMi,lí_lì_lǐ_chī_gǔ,CJK)	離
(廿口夫隹,PnKkGfMi,nán_nàn_nuó,CJK)	難
({臼裂}乂乂隹,YjEiEiMi,xué,CJK)	雤
(隹隹隹,MiMiMi,zá,CJK)	雥
(隹隹隹,MiMiMi,jí,CJK)	雦
(隹隹隹木,MiMiMiYm,jí,CJK)	雧
(雨,Xv,yǔ_yù,CJK)	雨
({雨头}二{折类},XvNeAe,yú_yù_xū,CJK)	雩
({雨头}彐,XvWj,xuě,CJK)	雪
({雨头}{横类}卜,XvDiFb,nǎ,CJK)	雫
({雨头}木,XvYm,fǒu,CJK)	雬
({雨头}及,XvFj,sè_xí,CJK)	雭
({雨头}毛,XvQm,mù,CJK)	雮
({雨头}文,XvLw,wén,CJK)	雯
({雨头}八刀,XvNbNd,fēn,CJK)	雰
({雨头}方,XvMf,pāng_páng_fāng,CJK)	雱
({雨头}云,XvZy,yún,CJK)	雲
({雨头}厂力,XvUcCl,lì,CJK)	雳
({雨头}立,XvXl,chì,CJK)	雴
({雨头}{见二}大,XvJkId,yāng,CJK)	雵
({雨头}亽龴,XvZiIs,líng_lián,CJK)	零
({雨头}田,XvCt,léi_lèi,CJK)	雷
({雨头}甘,XvFg,án,CJK)	雸
({雨头}勹巳,XvAkVs,báo,CJK)	雹
({雨头}予{撇类},XvOvTp,wù_méng,CJK)	雺
({雨头}日{折类},XvUrAe,diàn,CJK)	電
({雨头}石,XvDs,dàng,CJK)	雼
({雨头}{撇类}丷{于无横},XvTpNbPs,hù_hū,CJK)	雽
({雨头}夂力,XvJiCl,wù,CJK)	雾
({雨头}{见字底}冫{飞无折},XvReGbGb,diào,CJK)	雿
({雨头}而,XvKe,xū_nuò_rú_ruǎn,CJK)	需
({雨头}齐,XvOq,jì,CJK)	霁
({雨头}氵木,XvMsYm,mù,CJK)	霂
({雨头}氵冖{见字底},XvMsGgRe,chén,CJK)	霃
({雨头}{尚字头}{青字底},XvIxFy,xiāo_xiào,CJK)	霄
({雨头}言,XvDy,zhà_zhá_shà_sà_yì,CJK)	霅
({雨头}{撇类}士廴,XvTpJsRy,tíng,CJK)	霆
({雨头}辰,XvSc,zhèn_shēn,CJK)	震
({雨头}氵{横类}巾,XvMsDiAj,pèi,CJK)	霈
({雨头}{卧人}母,XvStPm,méi,CJK)	霉
({雨头}{横类}{横类}业,XvDiDiOy,líng,CJK)	霊
({雨头}{横类}{妻字头无横}女,XvDiIvWn,qī,CJK)	霋
({雨头}{周字框}土口,XvJkEtKk,zhōu,CJK)	霌
({雨头}隹,XvMi,huò_hè_suǒ,CJK)	霍
({雨头}立女,XvXlWn,shà,CJK)	霎
({雨头}非,XvLf,fēi,CJK)	霏
({雨头}氵弓厶,XvMsCgIs,hóng,CJK)	霐
({雨头}氵{卢字头}口,XvMsFbKk,zhān,CJK)	霑
({雨头}云亽{折类},XvZyZiAe,yīn,CJK)	霒
({雨头}臼儿,XvYjRe,ní,CJK)	霓
({雨头}氵{捺、点类}王,XvMsOdRw,zhù,CJK)	霔
({雨头}云{横类}{屯无横},XvZyDiMc,tún,CJK)	霕
({雨头}木木,XvYmYm,lín,CJK)	霖
({雨头}氵亽龴,XvMsZiIs,líng,CJK)	霗
({雨头}氵冂口,XvMsJkKk,dòng,CJK)	霘
({雨头}艹{见二}大,XvZcJkId,yīng_yāng,CJK)	霙
({雨头}予{撇类}攵,XvOvTpAp,wù,CJK)	霚
({雨头}弓弓弓,XvCgCgCg,líng,CJK)	霛
({雨头}木目,XvYmEm,shuāng,CJK)	霜
({雨头}口口口,XvKkKkKk,líng,CJK)	霝
({雨头}{叚字旁无二}二又,XvFsNeTy,xiá,CJK)	霞
({雨头}氵龷八,XvMsPnNb,hóng,CJK)	霟
({雨头}立亽{折类},XvXlZiAe,yīn,CJK)	霠
({雨头}月{捺、点类}{永无点},XvFyOdMs,mài,CJK)	霡
({雨头}月{反字框}{旅下角},XvFyUcQi,mài,CJK)	霢
({雨头}口貝,XvKkVb,yǔn,CJK)	霣
({雨头}{留字头}田,XvRmCt,liù,CJK)	霤
({雨头}冖{横类}豕,XvGgDiHs,mèng,CJK)	霥
({雨头}木木彡,XvYmYmFs,bīn,CJK)	霦
({雨头}予{撇类}力,XvOvTpCl,wù_méng,CJK)	霧
({雨头}尸示寸,XvFsLsOc,wèi,CJK)	霨
({雨头}{享字头}子阝,XvQgHiXe,kuò,CJK)	霩
({雨头}氵爫士,XvMsIaJs,yín,CJK)	霪
